team,power_score_3yr_only,power_score_full_model,srs_2025,offense_2025,defense_2025,recruiting_3yr_avg,qb_returning_flag_2026,data_complete,rank
Iowa,14.849,35.0,22.815401176523572,7.618525343107843,15.196875833415731,217.41666666666666,0,True,24
Missouri,13.027,34.867,14.200644831330063,4.157296004944345,10.043348826385719,236.83333333333334,0,True,25
Florida State,7.769,34.441,12.26166020693103,7.055266081197255,5.206394125733774,255.8033333333333,0,True,26
SMU,11.809,34.323,13.815609300595892,7.255403355309646,6.5602059452862465,196.24,1,True,27
Clemson,9.59,34.213,8.814778597498357,2.56458866544111,6.250189932057246,247.5666666666667,0,True,28
Kansas State,11.209,33.932,9.811682856018363,6.341645680126908,3.4700371758914543,203.08666666666667,1,True,29
NC State,5.414,33.123,8.911464071660893,6.415050775883185,2.496413295777708,216.51666666666665,1,True,30
Pittsburgh,4.867,32.332,10.938961992036667,8.383733991813891,2.5552280002227756,205.82333333333335,1,True,31
Arizona,8.946,32.321,14.27443753120667,5.83398029185496,8.44045723935171,193.20333333333335,1,True,32
Minnesota,3.789,31.652,2.475101346401012,-1.4574501370422217,3.9325514834432336,213.08,1,True,33
Vanderbilt,10.786,31.582,21.420454438297018,16.866239227769547,4.554215210527471,202.08666666666667,0,True,34
Maryland,3.168,31.339,1.6060073521779326,-1.0158317588847607,2.6218391110626933,218.07333333333335,1,True,35
Illinois,9.059,30.755,14.837043741284672,7.858761573731226,6.978282167553446,210.59333333333333,0,True,36
TCU,8.678,30.673,10.586989614100318,6.478137924008527,4.10885169009179,218.75666666666666,0,True,37
Nebraska,6.411,30.067,8.396818464583282,4.52279713080893,3.8740213337743525,222.43666666666664,0,True,38
Georgia Tech,6.146,29.941,7.965449880860172,5.232634601373458,2.7328152794867147,223.82333333333335,0,True,39
Houston,1.945,29.691,6.00208282840892,5.244933681812785,0.7571491465961347,200.52666666666664,1,True,40
Boise State,4.615,29.438,3.7116486354474656,1.2099733122777723,2.5016753231696933,191.98666666666668,1,True,41
Louisville,11.403,29.085,11.999921549967652,5.38801362602549,6.611907923942163,193.75666666666666,0,True,42
Arkansas,5.164,28.653,6.936811872225449,10.644086571487257,-3.7072746992618084,216.35666666666665,0,True,43
Wisconsin,5.547,28.639,5.846303662095988,-5.137308607144899,10.983612269240886,217.68999999999997,0,True,44
Kentucky,5.427,28.547,4.726616061807105,0.6654283516350875,4.0611877101720175,219.36,0,True,45
West Virginia,-0.208,28.5,-4.17485437052395,-1.760428876299946,-2.414425494224004,212.25,1,True,46
Arizona State,6.653,28.471,7.978715891077607,0.3902903010286419,7.588425590048964,206.70666666666668,0,True,47
Iowa State,9.116,28.248,9.1142600305806,2.2725382935810337,6.841721736999565,197.6833333333333,0,True,48
Rutgers,4.485,27.852,3.908291742581743,6.968023304838873,-3.05973156225713,217.02666666666664,0,True,49
Mississippi State,1.639,27.819,4.058070354955727,5.93290918523017,-1.8748388302744434,226.13,0,True,50
UCLA,2.613,27.083,-0.28882976798784116,-0.7025309860884424,0.4137012181006013,185.30666666666664,1,True,51
Duke,6.058,26.561,7.3349148834544415,10.453552134029826,-3.118637250575384,198.03333333333333,0,True,52
California,-0.261,26.172,-3.5464401871141487,-0.4657702568343214,-3.0806699302798273,191.14,1,True,53
Kansas,6.997,26.144,5.535417893958925,5.191858385003965,0.3435595089549612,192.76999999999998,0,True,54
Virginia Tech,2.653,25.802,-1.6966191527630397,-0.5445754024370003,-1.1520437503260395,212.34666666666666,0,True,55
South Florida,2.849,25.287,12.743735570163201,10.977095889377422,1.7666396807857794,188.9333333333333,0,True,56
Baylor,2.989,25.073,3.193090785264511,8.468072189279054,-5.274981404014543,196.67999999999998,0,True,57
Michigan State,0.372,24.828,3.7778892539252085,3.307218076177512,0.47067117774769657,204.45000000000002,0,True,58
Cincinnati,2.34,24.79,4.391455561392392,3.4021343948164984,0.9893211665758934,195.42666666666665,0,True,59
Purdue,-3.898,24.766,-0.5060550957477614,-0.9287456080086439,0.4226905122608825,189.36,1,True,60
Wake Forest,0.614,24.625,5.243916086067762,0.4605423634192544,4.783373722648508,201.13,0,True,61
North Carolina,-2.485,24.438,-8.051258763287043,-7.957732808277647,-0.09352595500939653,228.11333333333334,0,True,62
Virginia,4.746,24.373,11.910446673919164,3.8050743784293557,8.105372295489808,175.7733333333333,0,True,63
Northwestern,3.722,24.28,7.207150125024904,-0.7094199647859077,7.916570089810811,186.14333333333332,0,True,64
Tulane,3.5,23.677,3.582286319380805,-0.6955480045637835,4.277834323944589,183.90666666666667,0,True,65
San Diego State,-4.452,23.622,2.9934019806689522,-2.990885702750369,5.984287683419321,175.71,1,True,66
UCF,1.997,23.186,-1.4031100626496156,-4.621951998794245,3.218841936144629,192.76666666666665,0,True,67
Stanford,-3.657,22.858,-2.973621624281833,-3.8899892055630767,0.9163675812812437,210.9,0,True,68
Colorado,2.105,22.782,-3.316733461306191,-1.8689337319187378,-1.4477997293874534,189.16333333333333,0,True,69
Memphis,1.532,22.697,1.5478596427945495,1.320704894097556,0.22715474869699342,186.60666666666665,0,True,70
James Madison,7.219,22.648,11.36093117549824,6.258061211242316,5.102869964255926,155.16333333333333,0,True,71
Washington State,3.356,22.197,4.908467529722174,-1.9743053703486422,6.882772900070816,173.3033333333333,0,True,72
Texas State,-2.645,21.875,-4.842488078677242,5.197068586700661,-10.039556665377903,161.75666666666666,1,True,73
Syracuse,-5.09,21.739,-10.874446653204533,-7.161565975914308,-3.712880677290226,213.91333333333333,0,True,74
UTSA,-0.861,21.708,1.9633908692957442,5.736524075130674,-3.77313320583493,148.72,1,True,75
East Carolina,-1.275,20.95,5.747560801956176,1.9666392793116558,3.7809215226445203,174.39000000000001,0,True,76
Toledo,0.066,20.852,4.126776417639206,-0.7405819915050021,4.867358409144209,172.49333333333334,0,True,77
UNLV,1.143,20.7,-1.0459830388829392,4.720973679975091,-5.76695671885803,172.98333333333335,0,True,78
Western Michigan,-7.095,20.37,-2.7085912496807376,-7.077972473276103,4.369381223595365,161.58333333333334,1,True,79
Troy,-5.95,20.053,-10.980303561332791,-8.585041060819126,-2.3952625005136645,170.45000000000002,1,True,80
Utah State,-5.959,19.79,-2.5502179563058363,1.9093329854387528,-4.459550941744589,154.20333333333335,1,True,81
Oregon State,-6.407,19.788,-14.216771139383736,-9.155262124155344,-5.061509015228392,175.1833333333333,1,True,82
Boston College,-3.002,19.486,-7.292546877776227,-2.2005632570326648,-5.091983620743561,184.12666666666667,0,True,83
North Texas,1.289,19.118,11.051239215781614,17.04626598885326,-5.995026773071647,143.39666666666665,0,True,84
Old Dominion,0.269,18.189,4.360061644417379,-0.393061624107802,4.753123268525181,147.44,0,True,85
Oklahoma State,-6.028,17.883,-13.986176695858173,-9.460068216487192,-4.526108479370981,192.95000000000002,0,True,86
South Alabama,-7.125,17.617,-15.104752007437352,-6.45354410805634,-8.651207899381012,156.95666666666668,1,True,87
Louisiana,-9.245,17.356,-15.878913934718806,-6.602592780056968,-9.276321154661838,160.87666666666667,1,True,88
Liberty,-8.403,17.291,-14.041073810242816,-6.305924870701769,-7.735148939541046,158.70666666666668,1,True,89
Fresno State,-3.332,17.272,-3.8535633709021173,-6.036196729148079,2.182633358245962,164.21333333333334,0,True,90
Marshall,-6.358,17.193,-10.781310641285286,-1.7236298319633527,-9.057680809321933,142.07333333333335,1,True,91
Louisiana Tech,-9.768,17.046,-7.775373599154155,-4.9530027069533995,-2.8223708922007553,149.37666666666667,1,True,92
Hawai'i,-7.274,16.901,-2.8558603332580823,0.41751619931856976,-3.273376532576652,133.67333333333332,1,True,93
Miami (OH),-5.32,16.392,-8.759320542870416,-5.702693189356762,-3.056627353513653,168.35333333333332,0,True,94
Jacksonville State,-8.095,15.907,-13.96488533437873,-7.071175616692231,-6.893709717686499,142.90666666666667,1,True,95
Ohio,-2.703,15.907,-4.370249697129066,-4.12819130289099,-0.242058394238076,149.08666666666667,0,True,96
Florida Atlantic,-13.185,15.794,-16.01956158894794,-1.8562528308159925,-14.163308758131949,162.52333333333334,1,True,97
Eastern Michigan,-15.243,14.967,-16.87048858608782,-5.958968021175783,-10.911520564912037,161.11333333333334,1,True,98
Nevada,-12.719,14.947,-14.903193615872993,-9.975073482737436,-4.928120133135558,149.83333333333334,1,True,99
Tulsa,-17.648,14.728,-16.218800717503072,-7.43529222629725,-8.783508491205824,169.69333333333333,1,True,100
Western Kentucky,-8.077,13.963,-9.678998105078513,-4.7110380192781465,-4.9679600858003665,159.36333333333334,0,True,101
Arkansas State,-11.479,13.776,-14.444035849244047,-9.139655956496584,-5.304379892747463,174.82000000000002,0,True,102
Georgia Southern,-9.847,13.668,-15.0596949099164,-4.144263981131573,-10.915430928784827,167.90666666666667,0,True,103
Colorado State,-10.076,13.645,-13.37726631463141,-6.949360626558997,-6.427905688072413,167.02,0,True,104
UConn,-7.16,13.352,-7.328508767468992,0.13838432118799518,-7.466893088656987,144.62333333333333,0,True,105
Wyoming,-8.804,12.963,-12.552489720962061,-14.729527952698673,2.177038231736611,158.31333333333333,0,True,106
Northern Illinois,-10.963,12.677,-17.519821707064654,-13.037329665007533,-4.482492042057122,166.30333333333334,0,True,107
Bowling Green,-10.37,12.548,-17.7017409467962,-11.933283154716461,-5.768457792079738,163.94333333333333,0,True,108
App State,-10.913,11.596,-17.48294708057193,-7.597930549025369,-9.88501653154656,159.84,0,True,109
Coastal Carolina,-12.199,11.401,-19.0921575679398,-6.248991663887479,-12.84316590405232,163.63666666666666,0,True,110
Florida International,-13.954,10.975,-15.435908293354103,-6.156660161413991,-9.279248131940113,158.52333333333334,0,True,111
Southern Miss,-15.306,10.845,-12.33613638167305,-5.263656593063283,-7.072479788609768,161.23666666666668,0,True,112
Buffalo,-13.419,10.709,-17.707583546582285,-11.004665892014621,-6.7029176545676625,157.62666666666667,0,True,113
Temple,-13.139,10.468,-9.09919752361827,-2.2892946827470175,-6.809902840871254,144.08333333333334,0,True,114
San José State,-9.379,10.431,-16.208414372367493,-5.7988733044858805,-10.409541067881614,142.56333333333333,0,True,115
Kent State,-23.41,10.337,-21.739829614142668,-6.660041039812502,-15.079788574330165,156.36666666666667,1,True,116
New Mexico,-6.172,10.059,0.0665180197445785,-1.8047256923856971,1.8712437121302756,67.72000000000001,1,True,117
Army,-1.496,9.994,-1.5844846869278717,-6.7734299556316575,5.188945268703786,51.61666666666667,1,True,118
Central Michigan,-14.034,9.916,-14.037719595142281,-10.163441082682631,-3.8742785124596493,149.79999999999998,0,True,119
UL Monroe,-19.15,9.713,-26.87931487265876,-14.650350237525819,-12.228964635132941,142.05666666666667,1,True,120
Georgia State,-15.215,9.674,-23.669467731279337,-10.968064485332112,-12.701403245947224,164.76333333333332,0,True,121
UTEP,-18.521,9.556,-22.691318151774915,-11.367084958328368,-11.324233193446549,174.04999999999998,0,True,122
Air Force,-6.483,8.911,-8.632961506142356,-0.37989860465919656,-8.25306290148316,73.25333333333333,1,True,123
Charlotte,-17.773,8.891,-24.568737647578764,-14.816242441597224,-9.75249520598154,128.25333333333333,1,True,124
Rice,-14.042,8.58,-21.137639328200944,-14.39097676356674,-6.746662564634202,148.12666666666667,0,True,125
Navy,-1.011,7.966,0.7624819680828984,0.12625698485941902,0.6362249832234793,67.26666666666667,0,True,126
Middle Tennessee,-17.558,7.119,-21.119888736847873,-9.78729966507613,-11.332589071771743,149.42333333333332,0,True,127
UAB,-14.744,6.496,-18.084252154769857,-6.380956925947525,-11.70329522882233,128.17666666666665,0,True,128
Ball State,-18.908,5.701,-23.77556126896639,-14.988841744754625,-8.786719524211763,142.91,0,True,129
Akron,-19.133,3.964,-24.192105133677966,-12.305055109484194,-11.887050024193773,127.15000000000002,0,True,130
Sam Houston,-18.866,3.325,-30.797205331574013,-14.413162746277552,-16.38404258529646,130.27,0,True,131
New Mexico State,-16.439,1.613,-20.056552883642844,-11.171169953572722,-8.88538293007012,97.99000000000001,0,True,132
Massachusetts,-26.142,-3.372,-38.278253912403024,-18.72610255584018,-19.552151356562845,107.79,0,True,133
Delaware,-7.9,,-16.732074266225077,-4.671316866949864,-12.06075739927521,85.05,1,False,134
Kennesaw State,-9.805,,-8.633899032491406,-3.329378418638457,-5.30452061385295,91.70666666666666,0,False,135
Missouri State,-7.168,,-15.181052545961723,-7.048354217209068,-8.132698328752655,102.24000000000001,0,False,136
